hal_title,year,hal_id,booktitle,core_title,Acronym,Source,Rank,Primary FoR,distance,method
A detailed model of the hippocampal formation for the generation of sharp-wave ripples and theta-nested gamma oscillations,2018,hal-01843023,"27th Annual Computational Neuroscience Meeting, CNS*2018",ACM Annual Computer Science Conference,CSC,CORE2018,C,   8,30,score
Pr\'ediction de donn\'ees diff\'erenci\'ee pour les Smart Grids,2018,hal-01785425,"Rencontres Francophones sur la Conception de Protocoles, l'\'Evaluation de Performance et l'Exp\'erimentation des R\'eseaux de Communication",,,,,,,
Towards practical key exchange from ordinary isogeny graphs,2018,hal-01872817,ASIACRYPT 2018 - 24th Annual International Conference on the Theory and Application of Cryptology and Information Security,International Conference on the Theory and Application of Cryptology and Information Security,ASIACRYPT,CORE2021,A,4604,,token
Quantifier elimination for robot positioning with landmarks of uncertain position,2018,hal-01814773,"SCAN 2018 - 18th International Symposium on Scientific Computing, Computer Arithmetic, and Verified Numerical Computations",,,,,,,
Some properties of the Irvine cable model and their use for the kinematic analysis of cable-driven parallel robots,2018,hal-01965230,EUCOMES,European SPI,EuroSPI,CORE2021,B,4612,7,score
Reference-less Quality Estimation of Text Simplification Systems,2018,hal-01959054,1st Workshop on Automatic Text Adaptation (ATA),Workshop on Physics and Computation,PC,CORE2018,C, 802,25,score
Reference-less Quality Estimation of Text Simplification Systems,2018,hal-01959054,1st Workshop on Automatic Text Adaptation (ATA),Workshop on Real-Time Databases,RTDB,CORE2018,C, 804,25,score
Rethinking Interaction: From Instrumental Interaction to Human-Computer Partnerships,2018,hal-01788023,Extended Abstracts of the 2018 CHI Conference,International Conference on Human Factors in Computing Systems,CHI,CORE2021,A,4608,,token
Practical Fully Secure Unrestricted Inner Product Functional Encryption modulo p,2018,hal-01934296,ASIACRYPT 2018 - 24th International Conference on the Theory and Application of Cryptology and Information Security,International Conference on the Theory and Application of Cryptology and Information Security,ASIACRYPT,CORE2021,A,4604,,token
MonEx: An Integrated Experiment Monitoring Framework Standing on Off-The-Shelf Components,2018,hal-01793561,P-RECS 2018: 1st International Workshop on Practical Reproducible Evaluation of Computer Systems,International Workshop on Genetic and Evolutionary Fuzzy Systems,GEFS,CORE2018,C, 801,45,score
An efficient and lightweight load forecasting for proactive scaling in 5G mobile networks,2018,hal-01933974,CSCN 2018 - IEEE Conference on Standards for Communications and Networking,"IEEE International Conference on Sensing, Communication and Networking",SECON,CORE2021,B,4606,27,score
An extended and flexible SDN control plane,2018,hal-01934055,SaCoNet 2018 - 7th IEEE International Conference on Smart Communications in Network Technologies,"IEEE International Conference on Sensing, Communication and Networking",SECON,CORE2021,B,4606,38,score
Control of Systems with Arbitrary Bounded Input Delay Using Implicit Lyapunov Function Technique,2018,hal-01755078,Proc. 17th European Control Conference (ECC),European Computing Conference,ECC,CORE2018,C,   8,,token
Control of Systems with Arbitrary Bounded Input Delay Using Implicit Lyapunov Function Technique,2018,hal-01755078,Proc. 17th European Control Conference (ECC),Workshop on Elliptic Curve Cryptography,ECC,CORE2018,C, 804,,token
Compositional Verification of Reachability-Logic Properties on Reachability-Logic Specifications,2018,hal-01816805,FROM 2018 - Working Formal Methods Symposium 2018,The Northern Formal Methods Workshops,NFM,ERA2010,C, 802,28,score
Modelling by Patterns for Correct-by-Construction Process.,2018,hal-01933971,"ISOLA 2018 - 8th International Symposium On Leveraging Applications of Formal Methods, Verification and Validation","International Symposium on Leveraging Applications of Formal Methods, Verification and Validation",ISoLA,CORE2021,C,4612,,token
Challenges for Reliable and Large Scale Evaluation of Android Malware Analysis,2018,hal-01844312,SHPCS 2018 - International Workshop on Security and High Performance Computing Systems,International Workshop on Security in Information Systems,WOSIS,CORE2018,C, 803,32,score
On Necessary and Sufficient Conditions for Fixed-Time Stability of Continuous Autonomous Systems,2018,hal-01755079,Proc. 17th European Control Conference (ECC),European Computing Conference,ECC,CORE2018,C,   8,,token
On Necessary and Sufficient Conditions for Fixed-Time Stability of Continuous Autonomous Systems,2018,hal-01755079,Proc. 17th European Control Conference (ECC),Workshop on Elliptic Curve Cryptography,ECC,CORE2018,C, 804,,token
Collaborative Filtering Under a Sybil Attack: Similarity Metrics do Matter!,2018,hal-01787060,DSN 2018 - the 48th International Conference on Dependable Systems and Networks,IEEE/IFIP International Conference on Dependable Systems and Networks,DSN,CORE2021,A,4606,,token
Collaborative Filtering Under a Sybil Attack: Similarity Metrics do Matter!,2018,hal-01787060,DSN 2018 - the 48th International Conference on Dependable Systems and Networks,Workshop on Assurance Cases for Security,DSN,CORE2018,C, 803,,token
Large Scale computation of Means and Clusters for Persistence Diagrams using Optimal Transport,2018,hal-01966674,NIPS,Crypto'Puces,CryptoPuces,ERA2010,C, 804,9,score
Large Scale computation of Means and Clusters for Persistence Diagrams using Optimal Transport,2018,hal-01966674,NIPS,Ecopolitics,,ERA2010,B,1205,9,score
Large Scale computation of Means and Clusters for Persistence Diagrams using Optimal Transport,2018,hal-01966674,NIPS,Indoor Air,IA,ERA2010,A,1202,9,score
Large Scale computation of Means and Clusters for Persistence Diagrams using Optimal Transport,2018,hal-01966674,NIPS,Interaction,Interaction,CORE2018,C, 806,9,score
Large Scale computation of Means and Clusters for Persistence Diagrams using Optimal Transport,2018,hal-01966674,NIPS,PACES & ICIL,PI,CORE2018,C,,9,score
Functional programming with $\lambda$$-tree$ syntax: a progress report,2018,hal-01806129,13th international Workshop on Logical Frameworks and Meta-Languages: Theory and Practice,International Workshop on Combinatorial Image Analysis: Theory and Applications,IWCIA,CORE2021,C,4603,40,score
Knotation: Exploring and Documenting Choreographic Processes,2018,hal-01817569,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems,International Conference on Human Factors in Computing Systems,CHI,CORE2021,A,4608,,token
Centralizing equality reasoning in MCSAT,2018,hal-01935591,16th International Workshop on Satisfiability Modulo Theories (SMT 2018),IEEE International Workshop on Quality of Service,IWQoS,CORE2021,B,4606,34,score
Centralizing equality reasoning in MCSAT,2018,hal-01935591,16th International Workshop on Satisfiability Modulo Theories (SMT 2018),International Workshop on Issues in the Theory of Security,WITS,CORE2018,C, 803,34,score
Centralizing equality reasoning in MCSAT,2018,hal-01935591,16th International Workshop on Satisfiability Modulo Theories (SMT 2018),International Workshops on First-Order Theorem Proving,FTP,CORE2018,B, 802,34,score
Guiding SMT solvers with Monte Carlo Tree Search and neural networks,2018,hal-01935578,Third Conference on Artificial Intelligence and Theorem Proving (AITP'2018),Conference on Artificial Intelligence for Applications,CAIA,CORE2018,B, 801,30,score
Probabilistic modeling of space object controlled reentry and ground risk estimation,2018,hal-01972527,ESA Clean Space Industrial Days,European Symposium on Algorithms,ESA,CORE2021,A,4613,,token
Uncertainty Quantification Framework for Complex Systemsof Solvers,2018,hal-01972543,MASCOT2018,Indoor Air,IA,ERA2010,A,1202,9,score
Uncertainty Quantification Framework for Complex Systemsof Solvers,2018,hal-01972543,MASCOT2018,PACES & ICIL,PI,CORE2018,C,,9,score
How to measure the topological quality of protein parse trees?,2018,hal-01938608,ICGI 2018 - 14th International Conference on Grammatical Inference,Pacific Rim International Conference on Artificial Intelligence,PRICAI,CORE2021,B,4602,25,score
Adaptive protocols based on predictions from a mechanistic model of the effect of IL7 on CD4 counts,2018,hal-01973877,International Biometric Conference,International Pipeline Conference,,ERA2010,A, 913,7,score
Some Considerations on Dependability Issues and Cyber-Security of Cyber-Physical Systems,2018,hal-01909025,SACONET 2018 - 7 th IEEE International Conference  on  Smart Communications in  Network  Technologies,"IEEE International Conference on Sensing, Communication and Networking",SECON,CORE2021,B,4606,42,score
Convex optimisation method for matching filters synthesis,2018,hal-01909586,2nd URSI AT-RASC (Atlantic Radio Science),Industrial Simulation Conference,ISC,CORE2021,C,4602,25,score
Convex optimisation method for matching filters synthesis,2018,hal-01909586,2nd URSI AT-RASC (Atlantic Radio Science),International Semantic Web Conference,ISWC,CORE2021,A,4605,25,score
An efficient structural attack on NIST submission DAGS,2018,hal-01796338,ASIACRYPT 2018,International Conference on the Theory and Application of Cryptology and Information Security,ASIACRYPT,CORE2021,A,4604,,token
LPV System Local Model Interpolation Based on Combined Model Reduction,2018,hal-01909552,"SYSID 2018, 18th IFAC Symposium on System Identification",International Federation of Automatic Control World Congress,IFAC,CORE2018,C,,,token
MULAN: A Blind and Off-Grid Method for Multichannel Echo Retrieval,2018,hal-01906385,NeurIPS 2018 - Thirty-second Conference on Neural Information Processing Systems,Advances in Neural Information Processing Systems (was NIPS),NeurIPS,CORE2021,A,4611,,token
Filtering Outliers in One Step with Genetic Programming,2018,hal-01910433,PPSN 2018 - Fifteenth International Conference on Parallel Problem Solving from Nature (PPSN XV),Parallel Problem Solving from Nature,PPSN,CORE2021,A,4611,,token
$\rho$-POMDPs have Lipschitz-Continuous ϵ-Optimal Value Functions,2018,hal-01903685,NIPS 2018 - Thirty-second Conference on Neural Information Processing Systems,International Conference on Neural Information Processing,ICONIP,CORE2021,B,4611,28,score
Maximum Colorful Cycles in Vertex-Colored Graphs,2018,hal-01762581,CSR 2018 - 13th International Computer Science Symposium in Russia,International Computer Science Symposium in Russia,CSR,CORE2021,National Russia,  46,,token
Architecture Microservices pilot\'ee par les donn\'ees,2018,hal-01808758,CAL 2018 - Conf\'erence francophone sur les Architectures Logicielles,Annual Conference on Computer Science Logic,CSL,CORE2021,B,4613,39,score
Architecture Microservices pilot\'ee par les donn\'ees,2018,hal-01808758,CAL 2018 - Conf\'erence francophone sur les Architectures Logicielles,European Conference on Software Architecture,ECSA,CORE2021,A,4612,39,score
Local validity for circular proofs in linear logic with fixed points: extended version,2018,hal-01825477,Computer Science Logic,Computers in Cardiology,,ERA2010,A, 903,11,score
Marginal Weighted Maximum Log-likelihood for Efficient Learning of Perturb-and-Map models,2018,hal-01939549,UAI 2018 - Conference on Uncertainty in Artificial Intelligence 2018,Conference in Uncertainty in Artificial Intelligence,UAI,CORE2021,A,4602,,token
The effects of awkward versus natural shoulder configurations on elbow maximal torque based on isokinetic dynamometer,2018,hal-01763203,3DAHM-2018 - XV International Symposium on 3D Analysis of Human Movement,International Symposium on Memory Management,ISMM,CORE2021,C,4606,34,score
Impact of Semantic Aids on Command Memorization for On-Body Interaction and Directional Gestures,2018,hal-01764757,AVI 2018 - International Conference on Advanced Visual Interfaces,Advanced Visual Interfaces,AVI,CORE2021,B,4608,,token
Data Forwarding Techniques Based on Graph Theory Metrics in Vehicular Social Networks,2018,hal-01826237,"IEEE PIMRC 2018 - 29th Annual IEEE International Symposium on Personal, Indoor and Mobile Radio Communications",IEEE International Symposium on Personal and Indoor Mobile Radio Conference,PIMRC,CORE2021,B,4606,,token
Etat de l'Art des Techniques d'Unpacking pour les Applications Android,2018,hal-01794252,RESSI 2018 - Rendez-Vous de la Recherche et de l'Enseignement de la S\'ecurit\'e des Syst\`emes d'Information,,,,,,,
End-to-End Race Driving with Deep Reinforcement Learning,2018,hal-01848067,ICRA 2018 -  IEEE International Conference on Robotics and Automation,IEEE International Conference on Robotics and Automation,ICRA,CORE2021,B needs review,4602,,token
